video,prompt,num_frames,clip_t,clip_f,note
/data1/home/liu_kai/ReCamMaster/recam_result/cam_type3/video0.mp4,A man and a woman are dancing together on a city s,81,0.27776074409484863,0.9830698370933533,
/data1/home/liu_kai/ReCamMaster/recam_result/cam_type3/video1.mp4,A person dressed in a vibrant red suit with a yell,81,0.27260690927505493,0.9832533001899719,
/data1/home/liu_kai/ReCamMaster/recam_result/cam_type3/video2.mp4,"A man and a woman sit on a wooden bench in a park,",81,0.3165568709373474,0.9944292306900024,
/data1/home/liu_kai/ReCamMaster/recam_result/cam_type3/video3.mp4,"A man in a plaid suit jacket, white shirt, and dar",81,0.23963116109371185,0.984776496887207,
/data1/home/liu_kai/ReCamMaster/recam_result/cam_type3/video4.mp4,A couple is dancing in a luxurious ballroom filled,81,0.2321958690881729,0.9753389358520508,
/data1/home/liu_kai/ReCamMaster/recam_result/cam_type3/video5.mp4,"A couple is seen on the deck of a large ship, embr",81,0.2404763549566269,0.991736114025116,
/data1/home/liu_kai/ReCamMaster/recam_result/cam_type3/video6.mp4,A man in a white shirt and suspenders sits against,81,0.2505648732185364,0.9966539740562439,
/data1/home/liu_kai/ReCamMaster/recam_result/cam_type3/video7.mp4,A man in a classic trench coat and hat is seen wal,81,0.26742038130760193,0.9745349884033203,
/data1/home/liu_kai/ReCamMaster/recam_result/cam_type3/video8.mp4,A man in a dark suit and tie is walking down a hal,81,0.2045699954032898,0.9816009402275085,
/data1/home/liu_kai/ReCamMaster/recam_result/cam_type3/video9.mp4,A man in a black suit and a green shirt is standin,81,0.24124503135681152,0.9883083701133728,
ALL_MEAN,,,0.25430281907320024,0.9853702187538147,mean_over_10_videos
